b_barony0073f;Barony0073f;Barony0073f;Barony0073f;;Barony0073f;;;;;;;;;x
b_barony0073g;Barony0073g;Barony0073g;Barony0073g;;Barony0073g;;;;;;;;;x
b_barony0073h;Barony0073h;Barony0073h;Barony0073h;;Barony0073h;;;;;;;;;x
b_barony0073i;Barony0073i;Barony0073i;Barony0073i;;Barony0073i;;;;;;;;;x
b_barony0073j;Barony0073j;Barony0073j;Barony0073j;;Barony0073j;;;;;;;;;x
c_province0074_adj;Province0074;Province0074;Province0074;;Province0074;;;;;;;;;x
b_province0074;Province0074;Province0074;Province0074;;Province0074;;;;;;;;;x
b_barony0074d;Barony0074d;Barony0074d;Barony0074d;;Barony0074d;;;;;;;;;x
b_barony0074e;Barony0074e;Barony0074e;Barony0074e;;Barony0074e;;;;;;;;;x
b_barony0074f;Barony0074f;Barony0074f;Barony0074f;;Barony0074f;;;;;;;;;x
b_barony0074g;Barony0074g;Barony0074g;Barony0074g;;Barony0074g;;;;;;;;;x
b_barony0074h;Barony0074h;Barony0074h;Barony0074h;;Barony0074h;;;;;;;;;x
b_barony0074i;Barony0074i;Barony0074i;Barony0074i;;Barony0074i;;;;;;;;;x
b_barony0074j;Barony0074j;Barony0074j;Barony0074j;;Barony0074j;;;;;;;;;x
c_province0075_adj;Province0075;Province0075;Province0075;;Province0075;;;;;;;;;x
b_province0075;Province0075;Province0075;Province0075;;Province0075;;;;;;;;;x
b_barony0075d;Barony0075d;Barony0075d;Barony0075d;;Barony0075d;;;;;;;;;x
b_barony0075e;Barony0075e;Barony0075e;Barony0075e;;Barony0075e;;;;;;;;;x
b_barony0075f;Barony0075f;Barony0075f;Barony0075f;;Barony0075f;;;;;;;;;x
b_barony0075g;Barony0075g;Barony0075g;Barony0075g;;Barony0075g;;;;;;;;;x
b_barony0075h;Barony0075h;Barony0075h;Barony0075h;;Barony0075h;;;;;;;;;x
b_barony0075i;Barony0075i;Barony0075i;Barony0075i;;Barony0075i;;;;;;;;;x
b_barony0075j;Barony0075j;Barony0075j;Barony0075j;;Barony0075j;;;;;;;;;x
c_province0076_adj;Province0076;Province0076;Province0076;;Province0076;;;;;;;;;x
b_province0076;Province0076;Province0076;Province0076;;Province0076;;;;;;;;;x
b_barony0076d;Barony0076d;Barony0076d;Barony0076d;;Barony0076d;;;;;;;;;x
b_barony0076e;Barony0076e;Barony0076e;Barony0076e;;Barony0076e;;;;;;;;;x
b_barony0076f;Barony0076f;Barony0076f;Barony0076f;;Barony0076f;;;;;;;;;x
b_barony0076g;Barony0076g;Barony0076g;Barony0076g;;Barony0076g;;;;;;;;;x
b_barony0076h;Barony0076h;Barony0076h;Barony0076h;;Barony0076h;;;;;;;;;x
b_barony0076i;Barony0076i;Barony0076i;Barony0076i;;Barony0076i;;;;;;;;;x
b_barony0076j;Barony0076j;Barony0076j;Barony0076j;;Barony0076j;;;;;;;;;x
c_province0077_adj;Province0077;Province0077;Province0077;;Province0077;;;;;;;;;x
b_province0077;Province0077;Province0077;Province0077;;Province0077;;;;;;;;;x
b_barony0077d;Barony0077d;Barony0077d;Barony0077d;;Barony0077d;;;;;;;;;x
b_barony0077e;Barony0077e;Barony0077e;Barony0077e;;Barony0077e;;;;;;;;;x
b_barony0077f;Barony0077f;Barony0077f;Barony0077f;;Barony0077f;;;;;;;;;x
b_barony0077g;Barony0077g;Barony0077g;Barony0077g;;Barony0077g;;;;;;;;;x
b_barony0077h;Barony0077h;Barony0077h;Barony0077h;;Barony0077h;;;;;;;;;x
b_barony0077i;Barony0077i;Barony0077i;Barony0077i;;Barony0077i;;;;;;;;;x
b_barony0077j;Barony0077j;Barony0077j;Barony0077j;;Barony0077j;;;;;;;;;x
c_province0078_adj;Province0078;Province0078;Province0078;;Province0078;;;;;;;;;x
b_province0078;Province0078;Province0078;Province0078;;Province0078;;;;;;;;;x
b_barony0078d;Barony0078d;Barony0078d;Barony0078d;;Barony0078d;;;;;;;;;x
b_barony0078e;Barony0078e;Barony0078e;Barony0078e;;Barony0078e;;;;;;;;;x
b_barony0078f;Barony0078f;Barony0078f;Barony0078f;;Barony0078f;;;;;;;;;x
b_barony0078g;Barony0078g;Barony0078g;Barony0078g;;Barony0078g;;;;;;;;;x
b_barony0078h;Barony0078h;Barony0078h;Barony0078h;;Barony0078h;;;;;;;;;x
b_barony0078i;Barony0078i;Barony0078i;Barony0078i;;Barony0078i;;;;;;;;;x
b_barony0078j;Barony0078j;Barony0078j;Barony0078j;;Barony0078j;;;;;;;;;x
c_province0079_adj;Province0079;Province0079;Province0079;;Province0079;;;;;;;;;x
b_province0079;Province0079;Province0079;Province0079;;Province0079;;;;;;;;;x
b_barony0079d;Barony0079d;Barony0079d;Barony0079d;;Barony0079d;;;;;;;;;x
b_barony0079e;Barony0079e;Barony0079e;Barony0079e;;Barony0079e;;;;;;;;;x
b_barony0079f;Barony0079f;Barony0079f;Barony0079f;;Barony0079f;;;;;;;;;x
b_barony0079g;Barony0079g;Barony0079g;Barony0079g;;Barony0079g;;;;;;;;;x
b_barony0079h;Barony0079h;Barony0079h;Barony0079h;;Barony0079h;;;;;;;;;x
b_barony0079i;Barony0079i;Barony0079i;Barony0079i;;Barony0079i;;;;;;;;;x
b_barony0079j;Barony0079j;Barony0079j;Barony0079j;;Barony0079j;;;;;;;;;x
k_maede;Maede;Maede;Maede;;Maede;;;;;;;;;x
k_maede_adj;Maede;Maede;Maede;;Maede;;;;;;;;;x
d_mittenmaede;Mittenmaede;Mittenmaede;Mittenmaede;;Mittenmaede;;;;;;;;;x
d_mittenmaede_adj;Mittenmaede;Mittenmaede;Mittenmaede;;Mittenmaede;;;;;;;;;x
c_mittenmaede_adj;Mittenmaede;Mittenmaede;Mittenmaede;;Mittenmaede;;;;;;;;;x
b_mittenmaede;Mittenmaede;Mittenmaede;Mittenmaede;;Mittenmaede;;;;;;;;;x
b_barony0080d;Barony0080d;Barony0080d;Barony0080d;;Barony0080d;;;;;;;;;x
b_barony0080e;Barony0080e;Barony0080e;Barony0080e;;Barony0080e;;;;;;;;;x
b_barony0080f;Barony0080f;Barony0080f;Barony0080f;;Barony0080f;;;;;;;;;x
b_barony0080g;Barony0080g;Barony0080g;Barony0080g;;Barony0080g;;;;;;;;;x
b_barony0080h;Barony0080h;Barony0080h;Barony0080h;;Barony0080h;;;;;;;;;x
b_barony0080i;Barony0080i;Barony0080i;Barony0080i;;Barony0080i;;;;;;;;;x
b_barony0080j;Barony0080j;Barony0080j;Barony0080j;;Barony0080j;;;;;;;;;x
d_gran_peninsul;Gran Peninsul;Gran Peninsul;Gran Peninsul;;Gran Peninsul;;;;;;;;;x
d_gran_peninsul_adj;Gran Peninsul;Gran Peninsul;Gran Peninsul;;Gran Peninsul;;;;;;;;;x
c_gran_peninsul_adj;Gran Peninsul;Gran Peninsul;Gran Peninsul;;Gran Peninsul;;;;;;;;;x
b_gran_peninsul;Gran Peninsul;Gran Peninsul;Gran Peninsul;;Gran Peninsul;;;;;;;;;x
b_barony0081d;Barony0081d;Barony0081d;Barony0081d;;Barony0081d;;;;;;;;;x
b_barony0081e;Barony0081e;Barony0081e;Barony0081e;;Barony0081e;;;;;;;;;x
b_barony0081f;Barony0081f;Barony0081f;Barony0081f;;Barony0081f;;;;;;;;;x
b_barony0081g;Barony0081g;Barony0081g;Barony0081g;;Barony0081g;;;;;;;;;x
b_barony0081h;Barony0081h;Barony0081h;Barony0081h;;Barony0081h;;;;;;;;;x
b_barony0081i;Barony0081i;Barony0081i;Barony0081i;;Barony0081i;;;;;;;;;x
b_barony0081j;Barony0081j;Barony0081j;Barony0081j;;Barony0081j;;;;;;;;;x
k_shacleton;Shacleton;Shacleton;Shacleton;;Shacleton;;;;;;;;;x
k_shacleton_adj;Shacleton;Shacleton;Shacleton;;Shacleton;;;;;;;;;x
d_sinulac;Sinulac;Sinulac;Sinulac;;Sinulac;;;;;;;;;x
d_sinulac_adj;Sinulac;Sinulac;Sinulac;;Sinulac;;;;;;;;;x
c_sinulac_adj;Sinulac;Sinulac;Sinulac;;Sinulac;;;;;;;;;x
b_sinulac;Sinulac;Sinulac;Sinulac;;Sinulac;;;;;;;;;x
b_barony0082d;Barony0082d;Barony0082d;Barony0082d;;Barony0082d;;;;;;;;;x
b_barony0082e;Barony0082e;Barony0082e;Barony0082e;;Barony0082e;;;;;;;;;x
b_barony0082f;Barony0082f;Barony0082f;Barony0082f;;Barony0082f;;;;;;;;;x
b_barony0082g;Barony0082g;Barony0082g;Barony0082g;;Barony0082g;;;;;;;;;x
b_barony0082h;Barony0082h;Barony0082h;Barony0082h;;Barony0082h;;;;;;;;;x
b_barony0082i;Barony0082i;Barony0082i;Barony0082i;;Barony0082i;;;;;;;;;x
b_barony0082j;Barony0082j;Barony0082j;Barony0082j;;Barony0082j;;;;;;;;;x
c_province0083_adj;Province0083;Province0083;Province0083;;Province0083;;;;;;;;;x
b_province0083;Province0083;Province0083;Province0083;;Province0083;;;;;;;;;x
b_barony0083d;Barony0083d;Barony0083d;Barony0083d;;Barony0083d;;;;;;;;;x
b_barony0083e;Barony0083e;Barony0083e;Barony0083e;;Barony0083e;;;;;;;;;x
b_barony0083f;Barony0083f;Barony0083f;Barony0083f;;Barony0083f;;;;;;;;;x
b_barony0083g;Barony0083g;Barony0083g;Barony0083g;;Barony0083g;;;;;;;;;x
b_barony0083h;Barony0083h;Barony0083h;Barony0083h;;Barony0083h;;;;;;;;;x
b_barony0083i;Barony0083i;Barony0083i;Barony0083i;;Barony0083i;;;;;;;;;x
b_barony0083j;Barony0083j;Barony0083j;Barony0083j;;Barony0083j;;;;;;;;;x
c_province0084_adj;Province0084;Province0084;Province0084;;Province0084;;;;;;;;;x
b_province0084;Province0084;Province0084;Province0084;;Province0084;;;;;;;;;x
b_barony0084d;Barony0084d;Barony0084d;Barony0084d;;Barony0084d;;;;;;;;;x
b_barony0084e;Barony0084e;Barony0084e;Barony0084e;;Barony0084e;;;;;;;;;x
b_barony0084f;Barony0084f;Barony0084f;Barony0084f;;Barony0084f;;;;;;;;;x
b_barony0084g;Barony0084g;Barony0084g;Barony0084g;;Barony0084g;;;;;;;;;x
b_barony0084h;Barony0084h;Barony0084h;Barony0084h;;Barony0084h;;;;;;;;;x
b_barony0084i;Barony0084i;Barony0084i;Barony0084i;;Barony0084i;;;;;;;;;x
b_barony0084j;Barony0084j;Barony0084j;Barony0084j;;Barony0084j;;;;;;;;;x
k_coets;Coets;Coets;Coets;;Coets;;;;;;;;;x
k_coets_adj;Coets;Coets;Coets;;Coets;;;;;;;;;x
d_kannaots;Kannaots;Kannaots;Kannaots;;Kannaots;;;;;;;;;x
d_kannaots_adj;Kannaots;Kannaots;Kannaots;;Kannaots;;;;;;;;;x
c_kannaots_adj;Kannaots;Kannaots;Kannaots;;Kannaots;;;;;;;;;x
b_kannaots;Kannaots;Kannaots;Kannaots;;Kannaots;;;;;;;;;x
b_barony0085d;Barony0085d;Barony0085d;Barony0085d;;Barony0085d;;;;;;;;;x
b_barony0085e;Barony0085e;Barony0085e;Barony0085e;;Barony0085e;;;;;;;;;x
b_barony0085f;Barony0085f;Barony0085f;Barony0085f;;Barony0085f;;;;;;;;;x
b_barony0085g;Barony0085g;Barony0085g;Barony0085g;;Barony0085g;;;;;;;;;x
b_barony0085h;Barony0085h;Barony0085h;Barony0085h;;Barony0085h;;;;;;;;;x
b_barony0085i;Barony0085i;Barony0085i;Barony0085i;;Barony0085i;;;;;;;;;x
b_barony0085j;Barony0085j;Barony0085j;Barony0085j;;Barony0085j;;;;;;;;;x
c_province0086_adj;Province0086;Province0086;Province0086;;Province0086;;;;;;;;;x
b_province0086;Province0086;Province0086;Province0086;;Province0086;;;;;;;;;x
b_barony0086d;Barony0086d;Barony0086d;Barony0086d;;Barony0086d;;;;;;;;;x
b_barony0086e;Barony0086e;Barony0086e;Barony0086e;;Barony0086e;;;;;;;;;x
b_barony0086f;Barony0086f;Barony0086f;Barony0086f;;Barony0086f;;;;;;;;;x
b_barony0086g;Barony0086g;Barony0086g;Barony0086g;;Barony0086g;;;;;;;;;x
b_barony0086h;Barony0086h;Barony0086h;Barony0086h;;Barony0086h;;;;;;;;;x
b_barony0086i;Barony0086i;Barony0086i;Barony0086i;;Barony0086i;;;;;;;;;x
b_barony0086j;Barony0086j;Barony0086j;Barony0086j;;Barony0086j;;;;;;;;;x
c_province0087_adj;Province0087;Province0087;Province0087;;Province0087;;;;;;;;;x
b_province0087;Province0087;Province0087;Province0087;;Province0087;;;;;;;;;x
b_barony0087d;Barony0087d;Barony0087d;Barony0087d;;Barony0087d;;;;;;;;;x
b_barony0087e;Barony0087e;Barony0087e;Barony0087e;;Barony0087e;;;;;;;;;x
b_barony0087f;Barony0087f;Barony0087f;Barony0087f;;Barony0087f;;;;;;;;;x
b_barony0087g;Barony0087g;Barony0087g;Barony0087g;;Barony0087g;;;;;;;;;x
b_barony0087h;Barony0087h;Barony0087h;Barony0087h;;Barony0087h;;;;;;;;;x
b_barony0087i;Barony0087i;Barony0087i;Barony0087i;;Barony0087i;;;;;;;;;x
b_barony0087j;Barony0087j;Barony0087j;Barony0087j;;Barony0087j;;;;;;;;;x
c_province0088_adj;Province0088;Province0088;Province0088;;Province0088;;;;;;;;;x
b_province0088;Province0088;Province0088;Province0088;;Province0088;;;;;;;;;x
b_barony0088d;Barony0088d;Barony0088d;Barony0088d;;Barony0088d;;;;;;;;;x
b_barony0088e;Barony0088e;Barony0088e;Barony0088e;;Barony0088e;;;;;;;;;x
b_barony0088f;Barony0088f;Barony0088f;Barony0088f;;Barony0088f;;;;;;;;;x
b_barony0088g;Barony0088g;Barony0088g;Barony0088g;;Barony0088g;;;;;;;;;x
b_barony0088h;Barony0088h;Barony0088h;Barony0088h;;Barony0088h;;;;;;;;;x
b_barony0088i;Barony0088i;Barony0088i;Barony0088i;;Barony0088i;;;;;;;;;x
b_barony0088j;Barony0088j;Barony0088j;Barony0088j;;Barony0088j;;;;;;;;;x
c_province0089_adj;Province0089;Province0089;Province0089;;Province0089;;;;;;;;;x
b_province0089;Province0089;Province0089;Province0089;;Province0089;;;;;;;;;x
b_barony0089d;Barony0089d;Barony0089d;Barony0089d;;Barony0089d;;;;;;;;;x
b_barony0089e;Barony0089e;Barony0089e;Barony0089e;;Barony0089e;;;;;;;;;x
b_barony0089f;Barony0089f;Barony0089f;Barony0089f;;Barony0089f;;;;;;;;;x
b_barony0089g;Barony0089g;Barony0089g;Barony0089g;;Barony0089g;;;;;;;;;x
b_barony0089h;Barony0089h;Barony0089h;Barony0089h;;Barony0089h;;;;;;;;;x
b_barony0089i;Barony0089i;Barony0089i;Barony0089i;;Barony0089i;;;;;;;;;x
b_barony0089j;Barony0089j;Barony0089j;Barony0089j;;Barony0089j;;;;;;;;;x
c_province0090_adj;Province0090;Province0090;Province0090;;Province0090;;;;;;;;;x
b_province0090;Province0090;Province0090;Province0090;;Province0090;;;;;;;;;x
b_barony0090d;Barony0090d;Barony0090d;Barony0090d;;Barony0090d;;;;;;;;;x
b_barony0090e;Barony0090e;Barony0090e;Barony0090e;;Barony0090e;;;;;;;;;x
b_barony0090f;Barony0090f;Barony0090f;Barony0090f;;Barony0090f;;;;;;;;;x
b_barony0090g;Barony0090g;Barony0090g;Barony0090g;;Barony0090g;;;;;;;;;x
b_barony0090h;Barony0090h;Barony0090h;Barony0090h;;Barony0090h;;;;;;;;;x
b_barony0090i;Barony0090i;Barony0090i;Barony0090i;;Barony0090i;;;;;;;;;x
b_barony0090j;Barony0090j;Barony0090j;Barony0090j;;Barony0090j;;;;;;;;;x
c_province0091_adj;Province0091;Province0091;Province0091;;Province0091;;;;;;;;;x
b_province0091;Province0091;Province0091;Province0091;;Province0091;;;;;;;;;x
b_barony0091d;Barony0091d;Barony0091d;Barony0091d;;Barony0091d;;;;;;;;;x
b_barony0091e;Barony0091e;Barony0091e;Barony0091e;;Barony0091e;;;;;;;;;x
b_barony0091f;Barony0091f;Barony0091f;Barony0091f;;Barony0091f;;;;;;;;;x
b_barony0091g;Barony0091g;Barony0091g;Barony0091g;;Barony0091g;;;;;;;;;x
b_barony0091h;Barony0091h;Barony0091h;Barony0091h;;Barony0091h;;;;;;;;;x
b_barony0091i;Barony0091i;Barony0091i;Barony0091i;;Barony0091i;;;;;;;;;x
b_barony0091j;Barony0091j;Barony0091j;Barony0091j;;Barony0091j;;;;;;;;;x
c_province0092_adj;Province0092;Province0092;Province0092;;Province0092;;;;;;;;;x
b_province0092;Province0092;Province0092;Province0092;;Province0092;;;;;;;;;x
b_barony0092d;Barony0092d;Barony0092d;Barony0092d;;Barony0092d;;;;;;;;;x
b_barony0092e;Barony0092e;Barony0092e;Barony0092e;;Barony0092e;;;;;;;;;x
b_barony0092f;Barony0092f;Barony0092f;Barony0092f;;Barony0092f;;;;;;;;;x
b_barony0092g;Barony0092g;Barony0092g;Barony0092g;;Barony0092g;;;;;;;;;x
b_barony0092h;Barony0092h;Barony0092h;Barony0092h;;Barony0092h;;;;;;;;;x
b_barony0092i;Barony0092i;Barony0092i;Barony0092i;;Barony0092i;;;;;;;;;x
b_barony0092j;Barony0092j;Barony0092j;Barony0092j;;Barony0092j;;;;;;;;;x
c_province0093_adj;Province0093;Province0093;Province0093;;Province0093;;;;;;;;;x
b_province0093;Province0093;Province0093;Province0093;;Province0093;;;;;;;;;x
b_barony0093d;Barony0093d;Barony0093d;Barony0093d;;Barony0093d;;;;;;;;;x
b_barony0093e;Barony0093e;Barony0093e;Barony0093e;;Barony0093e;;;;;;;;;x
b_barony0093f;Barony0093f;Barony0093f;Barony0093f;;Barony0093f;;;;;;;;;x
b_barony0093g;Barony0093g;Barony0093g;Barony0093g;;Barony0093g;;;;;;;;;x
b_barony0093h;Barony0093h;Barony0093h;Barony0093h;;Barony0093h;;;;;;;;;x
b_barony0093i;Barony0093i;Barony0093i;Barony0093i;;Barony0093i;;;;;;;;;x
b_barony0093j;Barony0093j;Barony0093j;Barony0093j;;Barony0093j;;;;;;;;;x
d_ormo;Ormo;Ormo;Ormo;;Ormo;;;;;;;;;x
d_ormo_adj;Ormo;Ormo;Ormo;;Ormo;;;;;;;;;x
c_ormo_adj;Ormo;Ormo;Ormo;;Ormo;;;;;;;;;x
b_ormo;Ormo;Ormo;Ormo;;Ormo;;;;;;;;;x
b_barony0094d;Barony0094d;Barony0094d;Barony0094d;;Barony0094d;;;;;;;;;x
b_barony0094e;Barony0094e;Barony0094e;Barony0094e;;Barony0094e;;;;;;;;;x
b_barony0094f;Barony0094f;Barony0094f;Barony0094f;;Barony0094f;;;;;;;;;x
b_barony0094g;Barony0094g;Barony0094g;Barony0094g;;Barony0094g;;;;;;;;;x
b_barony0094h;Barony0094h;Barony0094h;Barony0094h;;Barony0094h;;;;;;;;;x
b_barony0094i;Barony0094i;Barony0094i;Barony0094i;;Barony0094i;;;;;;;;;x
b_barony0094j;Barony0094j;Barony0094j;Barony0094j;;Barony0094j;;;;;;;;;x
d_etevuon;Etevuon;Etevuon;Etevuon;;Etevuon;;;;;;;;;x
d_etevuon_adj;Etevuon;Etevuon;Etevuon;;Etevuon;;;;;;;;;x
c_etevuon_adj;Etevuon;Etevuon;Etevuon;;Etevuon;;;;;;;;;x
b_etevuon;Etevuon;Etevuon;Etevuon;;Etevuon;;;;;;;;;x
b_barony0095d;Barony0095d;Barony0095d;Barony0095d;;Barony0095d;;;;;;;;;x
b_barony0095e;Barony0095e;Barony0095e;Barony0095e;;Barony0095e;;;;;;;;;x
b_barony0095f;Barony0095f;Barony0095f;Barony0095f;;Barony0095f;;;;;;;;;x
b_barony0095g;Barony0095g;Barony0095g;Barony0095g;;Barony0095g;;;;;;;;;x
b_barony0095h;Barony0095h;Barony0095h;Barony0095h;;Barony0095h;;;;;;;;;x
b_barony0095i;Barony0095i;Barony0095i;Barony0095i;;Barony0095i;;;;;;;;;x
b_barony0095j;Barony0095j;Barony0095j;Barony0095j;;Barony0095j;;;;;;;;;x
d_maede;Maede;Maede;Maede;;Maede;;;;;;;;;x
d_maede_adj;Maede;Maede;Maede;;Maede;;;;;;;;;x
c_maede_adj;Maede;Maede;Maede;;Maede;;;;;;;;;x
b_maede;Maede;Maede;Maede;;Maede;;;;;;;;;x
b_barony0096d;Barony0096d;Barony0096d;Barony0096d;;Barony0096d;;;;;;;;;x
b_barony0096e;Barony0096e;Barony0096e;Barony0096e;;Barony0096e;;;;;;;;;x
b_barony0096f;Barony0096f;Barony0096f;Barony0096f;;Barony0096f;;;;;;;;;x
b_barony0096g;Barony0096g;Barony0096g;Barony0096g;;Barony0096g;;;;;;;;;x
b_barony0096h;Barony0096h;Barony0096h;Barony0096h;;Barony0096h;;;;;;;;;x
b_barony0096i;Barony0096i;Barony0096i;Barony0096i;;Barony0096i;;;;;;;;;x
b_barony0096j;Barony0096j;Barony0096j;Barony0096j;;Barony0096j;;;;;;;;;x
d_nort_traenge;Nort Traenge;Nort Traenge;Nort Traenge;;Nort Traenge;;;;;;;;;x
d_nort_traenge_adj;Nort Traenge;Nort Traenge;Nort Traenge;;Nort Traenge;;;;;;;;;x
c_nort_traenge_adj;Nort Traenge;Nort Traenge;Nort Traenge;;Nort Traenge;;;;;;;;;x
b_nort_traenge;Nort Traenge;Nort Traenge;Nort Traenge;;Nort Traenge;;;;;;;;;x
b_barony0097d;Barony0097d;Barony0097d;Barony0097d;;Barony0097d;;;;;;;;;x
b_barony0097e;Barony0097e;Barony0097e;Barony0097e;;Barony0097e;;;;;;;;;x
b_barony0097f;Barony0097f;Barony0097f;Barony0097f;;Barony0097f;;;;;;;;;x
b_barony0097g;Barony0097g;Barony0097g;Barony0097g;;Barony0097g;;;;;;;;;x
b_barony0097h;Barony0097h;Barony0097h;Barony0097h;;Barony0097h;;;;;;;;;x
b_barony0097i;Barony0097i;Barony0097i;Barony0097i;;Barony0097i;;;;;;;;;x
b_barony0097j;Barony0097j;Barony0097j;Barony0097j;;Barony0097j;;;;;;;;;x
c_province0098_adj;Province0098;Province0098;Province0098;;Province0098;;;;;;;;;x
b_province0098;Province0098;Province0098;Province0098;;Province0098;;;;;;;;;x
b_barony0098d;Barony0098d;Barony0098d;Barony0098d;;Barony0098d;;;;;;;;;x
b_barony0098e;Barony0098e;Barony0098e;Barony0098e;;Barony0098e;;;;;;;;;x
b_barony0098f;Barony0098f;Barony0098f;Barony0098f;;Barony0098f;;;;;;;;;x
b_barony0098g;Barony0098g;Barony0098g;Barony0098g;;Barony0098g;;;;;;;;;x
b_barony0098h;Barony0098h;Barony0098h;Barony0098h;;Barony0098h;;;;;;;;;x
b_barony0098i;Barony0098i;Barony0098i;Barony0098i;;Barony0098i;;;;;;;;;x
b_barony0098j;Barony0098j;Barony0098j;Barony0098j;;Barony0098j;;;;;;;;;x
c_province0099_adj;Province0099;Province0099;Province0099;;Province0099;;;;;;;;;x
b_province0099;Province0099;Province0099;Province0099;;Province0099;;;;;;;;;x
b_barony0099d;Barony0099d;Barony0099d;Barony0099d;;Barony0099d;;;;;;;;;x
b_barony0099e;Barony0099e;Barony0099e;Barony0099e;;Barony0099e;;;;;;;;;x
b_barony0099f;Barony0099f;Barony0099f;Barony0099f;;Barony0099f;;;;;;;;;x
b_barony0099g;Barony0099g;Barony0099g;Barony0099g;;Barony0099g;;;;;;;;;x
b_barony0099h;Barony0099h;Barony0099h;Barony0099h;;Barony0099h;;;;;;;;;x
b_barony0099i;Barony0099i;Barony0099i;Barony0099i;;Barony0099i;;;;;;;;;x
b_barony0099j;Barony0099j;Barony0099j;Barony0099j;;Barony0099j;;;;;;;;;x
c_province0100_adj;Province0100;Province0100;Province0100;;Province0100;;;;;;;;;x
b_province0100;Province0100;Province0100;Province0100;;Province0100;;;;;;;;;x
b_barony0100d;Barony0100d;Barony0100d;Barony0100d;;Barony0100d;;;;;;;;;x
b_barony0100e;Barony0100e;Barony0100e;Barony0100e;;Barony0100e;;;;;;;;;x
b_barony0100f;Barony0100f;Barony0100f;Barony0100f;;Barony0100f;;;;;;;;;x
b_barony0100g;Barony0100g;Barony0100g;Barony0100g;;Barony0100g;;;;;;;;;x
b_barony0100h;Barony0100h;Barony0100h;Barony0100h;;Barony0100h;;;;;;;;;x
b_barony0100i;Barony0100i;Barony0100i;Barony0100i;;Barony0100i;;;;;;;;;x
b_barony0100j;Barony0100j;Barony0100j;Barony0100j;;Barony0100j;;;;;;;;;x
c_province0101_adj;Province0101;Province0101;Province0101;;Province0101;;;;;;;;;x
b_province0101;Province0101;Province0101;Province0101;;Province0101;;;;;;;;;x
b_barony0101d;Barony0101d;Barony0101d;Barony0101d;;Barony0101d;;;;;;;;;x
b_barony0101e;Barony0101e;Barony0101e;Barony0101e;;Barony0101e;;;;;;;;;x
b_barony0101f;Barony0101f;Barony0101f;Barony0101f;;Barony0101f;;;;;;;;;x
b_barony0101g;Barony0101g;Barony0101g;Barony0101g;;Barony0101g;;;;;;;;;x
b_barony0101h;Barony0101h;Barony0101h;Barony0101h;;Barony0101h;;;;;;;;;x
b_barony0101i;Barony0101i;Barony0101i;Barony0101i;;Barony0101i;;;;;;;;;x
b_barony0101j;Barony0101j;Barony0101j;Barony0101j;;Barony0101j;;;;;;;;;x
c_province0102_adj;Province0102;Province0102;Province0102;;Province0102;;;;;;;;;x
b_province0102;Province0102;Province0102;Province0102;;Province0102;;;;;;;;;x
b_barony0102d;Barony0102d;Barony0102d;Barony0102d;;Barony0102d;;;;;;;;;x
b_barony0102e;Barony0102e;Barony0102e;Barony0102e;;Barony0102e;;;;;;;;;x
b_barony0102f;Barony0102f;Barony0102f;Barony0102f;;Barony0102f;;;;;;;;;x
b_barony0102g;Barony0102g;Barony0102g;Barony0102g;;Barony0102g;;;;;;;;;x
b_barony0102h;Barony0102h;Barony0102h;Barony0102h;;Barony0102h;;;;;;;;;x
b_barony0102i;Barony0102i;Barony0102i;Barony0102i;;Barony0102i;;;;;;;;;x
b_barony0102j;Barony0102j;Barony0102j;Barony0102j;;Barony0102j;;;;;;;;;x
d_occidens;Occidens;Occidens;Occidens;;Occidens;;;;;;;;;x
d_occidens_adj;Occidens;Occidens;Occidens;;Occidens;;;;;;;;;x
c_occidens_adj;Occidens;Occidens;Occidens;;Occidens;;;;;;;;;x
b_occidens;Occidens;Occidens;Occidens;;Occidens;;;;;;;;;x
b_barony0103d;Barony0103d;Barony0103d;Barony0103d;;Barony0103d;;;;;;;;;x
b_barony0103e;Barony0103e;Barony0103e;Barony0103e;;Barony0103e;;;;;;;;;x
b_barony0103f;Barony0103f;Barony0103f;Barony0103f;;Barony0103f;;;;;;;;;x
b_barony0103g;Barony0103g;Barony0103g;Barony0103g;;Barony0103g;;;;;;;;;x
b_barony0103h;Barony0103h;Barony0103h;Barony0103h;;Barony0103h;;;;;;;;;x
b_barony0103i;Barony0103i;Barony0103i;Barony0103i;;Barony0103i;;;;;;;;;x
b_barony0103j;Barony0103j;Barony0103j;Barony0103j;;Barony0103j;;;;;;;;;x
c_province0104_adj;Province0104;Province0104;Province0104;;Province0104;;;;;;;;;x
b_province0104;Province0104;Province0104;Province0104;;Province0104;;;;;;;;;x
b_barony0104d;Barony0104d;Barony0104d;Barony0104d;;Barony0104d;;;;;;;;;x
b_barony0104e;Barony0104e;Barony0104e;Barony0104e;;Barony0104e;;;;;;;;;x
b_barony0104f;Barony0104f;Barony0104f;Barony0104f;;Barony0104f;;;;;;;;;x
b_barony0104g;Barony0104g;Barony0104g;Barony0104g;;Barony0104g;;;;;;;;;x
b_barony0104h;Barony0104h;Barony0104h;Barony0104h;;Barony0104h;;;;;;;;;x
b_barony0104i;Barony0104i;Barony0104i;Barony0104i;;Barony0104i;;;;;;;;;x
b_barony0104j;Barony0104j;Barony0104j;Barony0104j;;Barony0104j;;;;;;;;;x
